season,matchid,player,playerid,eventtype,minute,team
2018-2019,31157c7c,Gylfi Sigurðsson,76dd1480,goal,51,h
2018-2019,31157c7c,Son Heung-min,92e7e919,goal,27,a
2018-2019,31157c7c,Dele Alli,cea4ee8f,goal,35,a
2018-2019,31157c7c,Harry Kane,21a66f6a,goal,42,a
2018-2019,31157c7c,Christian Eriksen,980522ec,goal,48,a
2018-2019,31157c7c,Son Heung-min,92e7e919,goal,61,a
2018-2019,31157c7c,Harry Kane,21a66f6a,goal,74,a
2018-2019,8f09048d,Ryan Sessegnon,6aa3e78b,goal,74,h
2018-2019,8f09048d,Romain Saïss,9fbbcf39,goal,85,a
2018-2019,56a793f1,Marc Albrighton,b827d5b3,goal,19,h
2018-2019,56a793f1,Ricardo Pereira,75a72a99,goal,81,h
2018-2019,56a793f1,Bernardo Silva,3eb22ec9,goal,14,a
2018-2019,56a793f1,Fabian Delph,111c3236,red_card,89,a
2018-2019,5c08f848,Christian Eriksen,980522ec,goal,16,h
2018-2019,5c08f848,Son Heung-min,92e7e919,goal,23,h
2018-2019,5c08f848,Lucas Moura,2b622f01,goal,35,h
2018-2019,5c08f848,Harry Kane,21a66f6a,goal,61,h
2018-2019,5c08f848,Son Heung-min,92e7e919,goal,70,h
2018-2019,1eacf9b2,Nemanja Matić,eb7822d7,goal,28,h
2018-2019,1eacf9b2,Paul Pogba,867239d3,goal,64,h
2018-2019,1eacf9b2,Paul Pogba,867239d3,goal,78,h
2018-2019,1eacf9b2,Mathias Jørgensen,0db5d2c8,goal,88,a
2018-2019,146ab8f3,Ben Gibson,bcfb0142,goal,36,h
2018-2019,146ab8f3,Yerry Mina,6d5701f2,goal,2,a
2018-2019,146ab8f3,Lucas Digne,1b84dbe1,goal,13,a
2018-2019,146ab8f3,Gylfi Sigurðsson,76dd1480,penalty_goal,22,a
2018-2019,146ab8f3,Lucas Digne,1b84dbe1,goal,71,a
2018-2019,146ab8f3,Richarlison,fa031b34,goal,90+3,a
2018-2019,3d252639,Dejan Lovren,1a2935f6,goal,11,h
2018-2019,3d252639,Mohamed Salah,e342ad68,penalty_goal,47,h
2018-2019,3d252639,Xherdan Shaqiri,6421ec64,goal,79,h
2018-2019,3d252639,Fabinho,7f3b388c,goal,85,h
2018-2019,60a25a27,Jürgen Locadia,6cc47ae1,goal,35,h
2018-2019,60a25a27,Pierre-Emerick Aubameyang,d5dd5f1f,goal,7,a
2018-2019,1634f179,Roberto Pereyra,75f2c59f,goal,45+3,h
2018-2019,1634f179,Eden Hazard,a39bb753,goal,45+1,a
2018-2019,1634f179,Eden Hazard,a39bb753,penalty_goal,58,a
2018-2019,697ac3ce,Nathan Redmond,ab651565,goal,50,h
2018-2019,697ac3ce,Felipe Anderson,9f1893b9,goal,53,a
2018-2019,697ac3ce,Felipe Anderson,9f1893b9,goal,59,a
2018-2019,b815d126,Víctor Camarasa,b2d03887,goal,90+2,a
2018-2019,52202784,Jürgen Locadia,6cc47ae1,goal,59,h
2018-2019,d72c42c6,Harry Kane,21a66f6a,goal,22,h
2018-2019,d72c42c6,Willy Boly,a4ac4b8f,goal,72,a
2018-2019,d72c42c6,Raúl Jiménez,b561db50,goal,83,a
2018-2019,d72c42c6,Hélder Costa,f13d02a6,goal,87,a
2018-2019,06693984,Abdoulaye Doucouré,02b29014,goal,82,h
2018-2019,06693984,Salomón Rondón,b318a643,goal,29,a
2018-2019,2cd7ca82,Aleksandar Mitrović,3925dbd6,goal,90+1,h
2018-2019,33716a25,Roberto Firmino,4c370d81,goal,14,h
2018-2019,33716a25,Roberto Firmino,4c370d81,goal,16,h
2018-2019,33716a25,Sadio Mané,c691bfe2,goal,32,h
2018-2019,33716a25,Mohamed Salah,e342ad68,penalty_goal,45+2,h
2018-2019,33716a25,Roberto Firmino,4c370d81,penalty_goal,65,h
2018-2019,33716a25,Ainsley Maitland-Niles,e3a5814e,goal,11,a
2018-2019,060ad174,N'Golo Kanté,b9fbae28,goal,51,a
2018-2019,ac412bcf,Chris Wood,4e9a0555,goal,15,h
2018-2019,ac412bcf,Dwight McNeil,fc15fb84,goal,34,h
2018-2019,75424968,Pierre Højbjerg,8b04d6c1,goal,37,h
2018-2019,75424968,Pierre Højbjerg,8b04d6c1,red_card,85,h
2018-2019,75424968,David Silva,e2716bd0,goal,10,a
2018-2019,75424968,James Ward-Prowse,3515d404,own_goal,45,a
2018-2019,75424968,Sergio Agüero,4d034881,goal,45+3,a
2018-2019,4c4766d0,Paul Pogba,867239d3,goal,5,h
2018-2019,4c4766d0,Paul Pogba,867239d3,goal,33,h
2018-2019,4c4766d0,Marcus Rashford,a1d5bd30,goal,45,h
2018-2019,4c4766d0,Romelu Lukaku,5eae500a,goal,72,h
2018-2019,4c4766d0,Eric Bailly,a1232f4e,red_card,79,h
2018-2019,4c4766d0,Nathan Aké,eaeca114,goal,45+2,a
2018-2019,6cbc15a7,Jamie Vardy,45963054,goal,58,a
2018-2019,652ef5bb,Granit Xhaka,e61b8aee,goal,25,h
2018-2019,652ef5bb,Alexandre Lacazette,9dbb75ca,goal,55,h
2018-2019,652ef5bb,Aaron Ramsey,ef619b0b,goal,79,h
2018-2019,652ef5bb,Pierre-Emerick Aubameyang,d5dd5f1f,goal,83,h
2018-2019,652ef5bb,Aboubakar Kamara,4047c976,goal,69,a
2018-2019,eac5074c,Harry Kane,21a66f6a,goal,3,a
2018-2019,eac5074c,Christian Eriksen,980522ec,goal,12,a
2018-2019,eac5074c,Son Heung-min,92e7e919,goal,26,a
2018-2019,49b9ddde,Marko Arnautović,00459419,goal,66,h
2018-2019,49b9ddde,Marko Arnautović,00459419,goal,68,h
2018-2019,49b9ddde,Dale Stephens,653ee42d,goal,56,a
2018-2019,49b9ddde,Shane Duffy,7314bba4,goal,58,a
2018-2019,044d1986,Jordan Ayew,da052c14,goal,83,a
2018-2019,044d1986,Luka Milivojević,2ce2508a,penalty_goal,90+5,a
2018-2019,c9e1c9f0,Steve Mounié,19ba6c6d,goal,33,h
2018-2019,c9e1c9f0,Christopher Schindler,8ae9869d,yellow_red_card,41,h
2018-2019,c9e1c9f0,Chris Wood,4e9a0555,goal,40,a
2018-2019,c9e1c9f0,Ashley Barnes,2691c772,goal,74,a
2018-2019,c9e1c9f0,Robbie Brady,96bb8cc2,red_card,90,a
2018-2019,9a63d65c,Nathan Aké,eaeca114,goal,34,h
2018-2019,9a63d65c,Callum Wilson,c596fcb0,goal,37,h
2018-2019,9a63d65c,Ryan Fraser,d56543a0,goal,40,h
2018-2019,9a63d65c,Troy Deeney,82e34b69,goal,14,a
2018-2019,9a63d65c,Troy Deeney,82e34b69,goal,27,a
2018-2019,9a63d65c,Ken Sema,1770bd68,goal,38,a
2018-2019,412fe1c7,Romelu Lukaku,5eae500a,goal,64,a
2018-2019,412fe1c7,Marcus Rashford,a1d5bd30,goal,80,a
2018-2019,22b630df,Sergio Agüero,4d034881,goal,40,h
2018-2019,22b630df,Leroy Sané,2b114be3,goal,72,h
2018-2019,22b630df,Roberto Firmino,4c370d81,goal,64,a
2018-2019,3e57e4cd,Declan Rice,1c7012b8,goal,48,h
2018-2019,d50a51c0,Mohamed Salah,e342ad68,penalty_goal,50,a
2018-2019,fd573a6a,Wilfred Ndidi,6b47c5db,goal,58,h
2018-2019,fd573a6a,James Ward-Prowse,3515d404,penalty_goal,11,a
2018-2019,fd573a6a,Yan Valery,531a4aa8,yellow_red_card,45,a
2018-2019,fd573a6a,Shane Long,9f472354,goal,45+2,a
2018-2019,07bf1373,Jeff Hendrick,989d5705,goal,20,h
2018-2019,07bf1373,Denis Odoi,f7750aa0,own_goal,23,h
2018-2019,07bf1373,André Schürrle,ecbb3fdf,goal,2,a
2018-2019,e14b5d85,Craig Cathcart,89e4b358,own_goal,38,h
2018-2019,e14b5d85,Craig Cathcart,89e4b358,goal,67,a
2018-2019,e14b5d85,Tom Cleverley,6cdd8245,goal,74,a
2018-2019,18b60e11,Pedro,3ca7254a,goal,9,h
2018-2019,18b60e11,Willian,8b9ebd03,goal,57,h
2018-2019,18b60e11,Ciaran Clark,2b91cf8e,goal,40,a
2018-2019,be4ed705,Kurt Zouma,ce4246f5,goal,61,h
2018-2019,be4ed705,Dominic Calvert-Lewin,59e6e5bf,goal,90+5,h
2018-2019,89a76ba1,Marcus Rashford,a1d5bd30,goal,44,a
2018-2019,de53db7d,Gabriel Jesus,b66315ae,goal,10,h
2018-2019,de53db7d,Gabriel Jesus,b66315ae,penalty_goal,39,h
2018-2019,de53db7d,Conor Coady,2928dca2,own_goal,78,h
2018-2019,de53db7d,Willy Boly,a4ac4b8f,red_card,19,a
2018-2019,0bc77d83,Diogo Jota,178ae8f8,goal,4,h
2018-2019,0bc77d83,Ryan Bennett,0bad4516,goal,12,h
2018-2019,0bc77d83,Diogo Jota,178ae8f8,goal,64,h
2018-2019,0bc77d83,Diogo Jota,178ae8f8,goal,90+3,h
2018-2019,0bc77d83,Demarai Gray,4468ec10,goal,47,a
2018-2019,0bc77d83,Conor Coady,2928dca2,own_goal,51,a
2018-2019,0bc77d83,Wes Morgan,80c31c97,goal,87,a
2018-2019,806cb036,Paul Pogba,867239d3,penalty_goal,27,h
2018-2019,806cb036,Marcus Rashford,a1d5bd30,goal,42,h
2018-2019,806cb036,Pascal Groß,8aec0537,goal,72,a
2018-2019,88a05211,James Ward-Prowse,3515d404,goal,50,h
2018-2019,88a05211,Lucas Digne,1b84dbe1,own_goal,64,h
2018-2019,88a05211,Gylfi Sigurðsson,76dd1480,goal,90+1,a
2018-2019,98ecfb34,Mohamed Salah,e342ad68,goal,46,h
2018-2019,98ecfb34,Roberto Firmino,4c370d81,goal,53,h
2018-2019,98ecfb34,Mohamed Salah,e342ad68,goal,75,h
2018-2019,98ecfb34,James Milner,2f90f6b8,yellow_red_card,89,h
2018-2019,98ecfb34,Sadio Mané,c691bfe2,goal,90+3,h
2018-2019,98ecfb34,Andros Townsend,b28bbd58,goal,34,a
2018-2019,98ecfb34,James Tomkins,e7ca0439,goal,65,a
2018-2019,98ecfb34,Max Meyer,eba42d2b,goal,90+5,a
2018-2019,6e73b274,Callum Wilson,c596fcb0,goal,53,h
2018-2019,6e73b274,Joshua King,43458538,goal,90+1,h
2018-2019,79bd2498,Fabian Schär,c8aa95da,goal,24,h
2018-2019,79bd2498,Fabian Schär,c8aa95da,goal,63,h
2018-2019,79bd2498,Ayoze Pérez,819aa8e7,goal,90+3,h
2018-2019,edb777b6,Alexandre Lacazette,9dbb75ca,goal,14,h
2018-2019,edb777b6,Laurent Koscielny,f5efb153,goal,39,h
2018-2019,cf851bd2,Danilo,94b2001f,goal,18,a
2018-2019,cf851bd2,Raheem Sterling,b400bde0,goal,54,a
2018-2019,cf851bd2,Leroy Sané,2b114be3,goal,56,a
2018-2019,10bcde09,Fernando Llorente,82dbf623,own_goal,17,h
2018-2019,10bcde09,Dele Alli,cea4ee8f,goal,51,a
2018-2019,10bcde09,Harry Winks,2f7acede,goal,90+3,a
2018-2019,d8569596,Romain Saïss,9fbbcf39,goal,66,h
2018-2019,d8569596,Raúl Jiménez,b561db50,goal,80,h
2018-2019,d8569596,Raúl Jiménez,b561db50,goal,86,h
2018-2019,3f50a3f4,Calum Chambers,dc6f5bdd,goal,47,h
2018-2019,3f50a3f4,Aleksandar Mitrović,3925dbd6,goal,58,h
2018-2019,3f50a3f4,Aleksandar Mitrović,3925dbd6,goal,74,h
2018-2019,3f50a3f4,Luciano Vietto,2513a588,goal,79,h
2018-2019,3f50a3f4,Glenn Murray,f2f29dda,goal,3,a
2018-2019,3f50a3f4,Glenn Murray,f2f29dda,goal,17,a
2018-2019,7040b46b,Richarlison,fa031b34,goal,3,a
2018-2019,7040b46b,Lucas Digne,1b84dbe1,red_card,66,a
2018-2019,f37ab33c,Pierre-Emerick Aubameyang,d5dd5f1f,penalty_goal,66,h
2018-2019,f37ab33c,Alexandre Lacazette,9dbb75ca,goal,83,h
2018-2019,f37ab33c,Nathaniel Mendez-Laing,b4b2f632,goal,90+3,a
2018-2019,d705415d,Salomón Rondón,b318a643,goal,66,h
2018-2019,d705415d,Matt Ritchie,71ef519e,penalty_goal,80,h
2018-2019,d705415d,Sergio Agüero,4d034881,goal,1,a
2018-2019,e32699c0,Paul Pogba,867239d3,penalty_goal,87,h
2018-2019,e32699c0,Victor Lindelöf,f5deef4c,goal,90+2,h
2018-2019,e32699c0,Ashley Barnes,2691c772,goal,51,a
2018-2019,e32699c0,Chris Wood,4e9a0555,goal,81,a
2018-2019,44f162ae,Joshua King,43458538,goal,47,h
2018-2019,44f162ae,David Brooks,dc4cae05,goal,63,h
2018-2019,44f162ae,Joshua King,43458538,goal,74,h
2018-2019,44f162ae,Charlie Daniels,9d107085,goal,90+5,h
2018-2019,ba17c290,James Ward-Prowse,3515d404,goal,77,h
2018-2019,ba17c290,Wilfried Zaha,b2bc3b1f,goal,41,a
2018-2019,ba17c290,Wilfried Zaha,b2bc3b1f,yellow_red_card,87,a
2018-2019,61bdd34c,Son Heung-min,92e7e919,goal,80,h
2018-2019,61bdd34c,Fernando Llorente,82dbf623,goal,87,h
2018-2019,61bdd34c,Craig Cathcart,89e4b358,goal,38,a
2018-2019,dd91dd3f,Sadio Mané,c691bfe2,goal,3,h
2018-2019,dd91dd3f,Harry Maguire,d8931174,goal,45+2,a
2018-2019,4c76b26c,Son Heung-min,92e7e919,goal,83,h
2018-2019,98d13ff1,Ashley Barnes,2691c772,penalty_goal,90+4,h
2018-2019,98d13ff1,Nathan Redmond,ab651565,goal,55,a
2018-2019,34c9e9bf,André Gomes,1961b2aa,goal,27,h
2018-2019,34c9e9bf,Rúben Neves,44bfb6c5,penalty_goal,7,a
2018-2019,34c9e9bf,Raúl Jiménez,b561db50,goal,45,a
2018-2019,34c9e9bf,Leander Dendoncker,5a7301ae,goal,66,a
2018-2019,f0a48fd0,Luka Milivojević,2ce2508a,penalty_goal,25,h
2018-2019,f0a48fd0,Jeffrey Schlupp,3312f911,goal,87,h
2018-2019,1faef710,Gonzalo Higuaín,8a08491a,goal,16,h
2018-2019,1faef710,Eden Hazard,a39bb753,penalty_goal,45+1,h
2018-2019,1faef710,Eden Hazard,a39bb753,goal,66,h
2018-2019,1faef710,Gonzalo Higuaín,8a08491a,goal,69,h
2018-2019,1faef710,David Luiz,c0e27d1a,goal,86,h
2018-2019,6e1f303b,Bobby Reid,0f7533cd,penalty_goal,5,h
2018-2019,6e1f303b,Bobby Reid,0f7533cd,goal,46,h
2018-2019,5877794a,Marcus Rashford,a1d5bd30,goal,9,a
2018-2019,dba05e48,Sergio Agüero,4d034881,goal,1,h
2018-2019,dba05e48,Sergio Agüero,4d034881,goal,44,h
2018-2019,dba05e48,Sergio Agüero,4d034881,goal,61,h
2018-2019,dba05e48,Laurent Koscielny,f5efb153,goal,11,a
2018-2019,e695579a,Michail Antonio,ac05f970,goal,28,h
2018-2019,e695579a,Sadio Mané,c691bfe2,goal,22,a
2018-2019,24faf054,Aymeric Laporte,119b9a8e,goal,45+2,a
2018-2019,24faf054,Gabriel Jesus,b66315ae,goal,90+7,a
2018-2019,aa7aef05,Paul Pogba,867239d3,goal,14,a
2018-2019,aa7aef05,Anthony Martial,8b788c01,goal,23,a
2018-2019,aa7aef05,Paul Pogba,867239d3,penalty_goal,65,a
2018-2019,99562ab3,Sead Kolašinac,3935e52e,own_goal,90+3,h
2018-2019,99562ab3,Alex Iwobi,6ca5ec4b,goal,16,a
2018-2019,99562ab3,Alexandre Lacazette,9dbb75ca,goal,44,a
2018-2019,2ad5c782,Jack Stephens,6adbc307,goal,90+1,h
2018-2019,2ad5c782,Sol Bamba,5534217d,goal,69,a
2018-2019,2ad5c782,Kenneth Zohore,5e508d0d,goal,90+3,a
2018-2019,541f34a4,Andre Gray,c24dba2a,goal,65,h
2018-2019,541f34a4,Kurt Zouma,ce4246f5,yellow_red_card,90+5,a
2018-2019,0a085d29,Sadio Mané,c691bfe2,goal,24,h
2018-2019,0a085d29,Georginio Wijnaldum,eb58eef0,goal,34,h
2018-2019,0a085d29,Mohamed Salah,e342ad68,goal,48,h
2018-2019,0194fea4,Wilfried Zaha,b2bc3b1f,goal,76,h
2018-2019,0194fea4,Mark Noble,ff527768,penalty_goal,27,a
2018-2019,2572aa9b,Shane Duffy,7314bba4,goal,76,h
2018-2019,2572aa9b,Chris Wood,4e9a0555,goal,26,a
2018-2019,2572aa9b,Chris Wood,4e9a0555,goal,61,a
2018-2019,2572aa9b,Ashley Barnes,2691c772,penalty_goal,74,a
2018-2019,b53789c9,Davinson Sánchez,da7b447d,goal,33,h
2018-2019,b53789c9,Christian Eriksen,980522ec,goal,63,h
2018-2019,b53789c9,Son Heung-min,92e7e919,goal,90+1,h
2018-2019,b53789c9,Jamie Vardy,45963054,goal,76,a
2018-2019,5ec57dbe,Raheem Sterling,b400bde0,goal,4,h
2018-2019,5ec57dbe,Sergio Agüero,4d034881,goal,13,h
2018-2019,5ec57dbe,Sergio Agüero,4d034881,goal,19,h
2018-2019,5ec57dbe,İlkay Gündoğan,819b3158,goal,25,h
2018-2019,5ec57dbe,Sergio Agüero,4d034881,penalty_goal,56,h
2018-2019,5ec57dbe,Raheem Sterling,b400bde0,goal,80,h
2018-2019,c3bbcee6,Willy Boly,a4ac4b8f,goal,90+5,h
2018-2019,c3bbcee6,Isaac Hayden,c951a6df,goal,56,a
2018-2019,a87bd77b,Sol Bamba,5534217d,goal,82,h
2018-2019,a87bd77b,Gerard Deulofeu,39583cfd,goal,18,a
2018-2019,a87bd77b,Gerard Deulofeu,39583cfd,goal,61,a
2018-2019,a87bd77b,Gerard Deulofeu,39583cfd,goal,63,a
2018-2019,a87bd77b,Troy Deeney,82e34b69,goal,73,a
2018-2019,a87bd77b,Troy Deeney,82e34b69,goal,90+1,a
2018-2019,698db309,Javier Hernández,189cee7b,goal,29,h
2018-2019,698db309,Issa Diop,a712ca2b,goal,40,h
2018-2019,698db309,Michail Antonio,ac05f970,goal,90+1,h
2018-2019,698db309,Ryan Babel,6438d426,goal,3,a
2018-2019,a4f29e38,Chris Wood,4e9a0555,goal,57,h
2018-2019,a4f29e38,Ashley Barnes,2691c772,goal,83,h
2018-2019,a4f29e38,Harry Kane,21a66f6a,goal,65,a
2018-2019,fc5c6132,Salomón Rondón,b318a643,goal,46,h
2018-2019,fc5c6132,Ayoze Pérez,819aa8e7,goal,52,h
2018-2019,fc5c6132,Tommy Smith,e9208654,red_card,20,a
2018-2019,9b38c79c,Joshua King,43458538,penalty_goal,14,h
2018-2019,9b38c79c,Raúl Jiménez,b561db50,penalty_goal,83,a
2018-2019,7c5bc0fa,Jonny Evans,f8fcd2a5,goal,64,h
2018-2019,7c5bc0fa,Michy Batshuayi,2973d8ff,goal,40,a
2018-2019,7c5bc0fa,Wilfried Zaha,b2bc3b1f,goal,70,a
2018-2019,7c5bc0fa,Luka Milivojević,2ce2508a,penalty_goal,81,a
2018-2019,7c5bc0fa,Wilfried Zaha,b2bc3b1f,goal,90+3,a
2018-2019,1f6dfbb4,Alexandre Lacazette,9dbb75ca,goal,6,h
2018-2019,1f6dfbb4,Henrikh Mkhitaryan,dd0daf32,goal,17,h
2018-2019,86908659,Demarai Gray,4468ec10,goal,10,h
2018-2019,86908659,Jamie Vardy,45963054,goal,63,h
2018-2019,86908659,Davy Pröpper,fdd85f94,goal,66,a
2018-2019,430439d8,Steve Mounié,19ba6c6d,goal,90+1,h
2018-2019,258dd575,Gylfi Sigurðsson,76dd1480,goal,41,a
2018-2019,258dd575,Gylfi Sigurðsson,76dd1480,goal,66,a
2018-2019,258dd575,Dominic Calvert-Lewin,59e6e5bf,goal,90+3,a
2018-2019,09bb5985,Fabian Schär,c8aa95da,goal,24,h
2018-2019,09bb5985,Sean Longstaff,a2b105e0,goal,38,h
2018-2019,7ff42214,Oriol Romeu,4b511457,goal,23,h
2018-2019,7ff42214,James Ward-Prowse,3515d404,goal,40,h
2018-2019,59600e66,Mesut Özil,16380240,goal,4,h
2018-2019,59600e66,Henrikh Mkhitaryan,dd0daf32,goal,27,h
2018-2019,59600e66,Laurent Koscielny,f5efb153,goal,47,h
2018-2019,59600e66,Pierre-Emerick Aubameyang,d5dd5f1f,goal,59,h
2018-2019,59600e66,Alexandre Lacazette,9dbb75ca,goal,78,h
2018-2019,59600e66,Lys Mousset,d9cfca3d,goal,30,a
2018-2019,35dcf161,Joel Ward,8a7ff278,goal,66,h
2018-2019,35dcf161,Romelu Lukaku,5eae500a,goal,33,a
2018-2019,35dcf161,Romelu Lukaku,5eae500a,goal,52,a
2018-2019,35dcf161,Ashley Young,be927d03,goal,83,a
2018-2019,99ebf266,Pedro,3ca7254a,goal,57,h
2018-2019,99ebf266,Kieran Trippier,21512407,own_goal,84,h
2018-2019,db370521,Sergio Agüero,4d034881,penalty_goal,59,h
2018-2019,b34f9ff8,Sadio Mané,c691bfe2,goal,9,h
2018-2019,b34f9ff8,Sadio Mané,c691bfe2,goal,20,h
2018-2019,b34f9ff8,Divock Origi,43a166b4,goal,66,h
2018-2019,b34f9ff8,Virgil van Dijk,e06683ca,goal,79,h
2018-2019,b34f9ff8,Virgil van Dijk,e06683ca,goal,82,h
2018-2019,72ed853c,Harry Kane,21a66f6a,penalty_goal,74,h
2018-2019,72ed853c,Aaron Ramsey,ef619b0b,goal,16,a
2018-2019,72ed853c,Lucas Torreira,52611641,red_card,90+5,a
2018-2019,0e3e4be7,Andreas Pereira,6639e500,goal,53,h
2018-2019,0e3e4be7,Romelu Lukaku,5eae500a,goal,59,h
2018-2019,0e3e4be7,Romelu Lukaku,5eae500a,goal,88,h
2018-2019,0e3e4be7,Yan Valery,531a4aa8,goal,26,a
2018-2019,0e3e4be7,James Ward-Prowse,3515d404,goal,75,a
2018-2019,5e35e444,Riyad Mahrez,892d5bb1,goal,55,a
2018-2019,2e1e02b8,Diogo Jota,178ae8f8,goal,16,h
2018-2019,2e1e02b8,Raúl Jiménez,b561db50,goal,18,h
2018-2019,fbfb16e5,Ashley Barnes,2691c772,goal,90,h
2018-2019,fbfb16e5,Phil Bardsley,1ae30132,own_goal,15,a
2018-2019,fbfb16e5,Michy Batshuayi,2973d8ff,goal,48,a
2018-2019,fbfb16e5,Wilfried Zaha,b2bc3b1f,goal,76,a
2018-2019,e34a25b2,Florin Andone,dc008610,goal,79,h
2018-2019,7d4fcb12,Declan Rice,1c7012b8,goal,7,h
2018-2019,7d4fcb12,Mark Noble,ff527768,penalty_goal,42,h
2018-2019,7c1b902f,Troy Deeney,82e34b69,goal,5,h
2018-2019,7c1b902f,Andre Gray,c24dba2a,goal,90+2,h
2018-2019,7c1b902f,Jamie Vardy,45963054,goal,75,a
2018-2019,3a56d413,Calum Chambers,dc6f5bdd,goal,27,h
2018-2019,3a56d413,Gonzalo Higuaín,8a08491a,goal,20,a
2018-2019,3a56d413,Jorginho,45db685d,goal,31,a
2018-2019,64a4127a,Luka Milivojević,2ce2508a,penalty_goal,50,h
2018-2019,64a4127a,Glenn Murray,f2f29dda,goal,19,a
2018-2019,64a4127a,Anthony Knockaert,6c679c6d,goal,74,a
2018-2019,09e7b1a1,Salomón Rondón,b318a643,goal,65,h
2018-2019,09e7b1a1,Ayoze Pérez,819aa8e7,goal,81,h
2018-2019,09e7b1a1,Ayoze Pérez,819aa8e7,goal,84,h
2018-2019,09e7b1a1,Dominic Calvert-Lewin,59e6e5bf,goal,18,a
2018-2019,09e7b1a1,Richarlison,fa031b34,goal,32,a
2018-2019,81a25590,Youri Tielemans,56f7a928,goal,21,h
2018-2019,81a25590,Jamie Vardy,45963054,goal,78,h
2018-2019,81a25590,Jamie Vardy,45963054,goal,86,h
2018-2019,81a25590,Floyd Ayité,fd5888a0,goal,51,a
2018-2019,f3bf8c42,Yan Valery,531a4aa8,goal,76,h
2018-2019,f3bf8c42,James Ward-Prowse,3515d404,goal,81,h
2018-2019,f3bf8c42,Harry Kane,21a66f6a,goal,26,a
2018-2019,1ad3de71,Junior Hoilett,33af5b9e,goal,4,h
2018-2019,1ad3de71,Víctor Camarasa,b2d03887,goal,52,h
2018-2019,7c7a736a,Callum Wilson,c596fcb0,goal,20,a
2018-2019,7c7a736a,Ryan Fraser,d56543a0,goal,66,a
2018-2019,4fe0f757,Raheem Sterling,b400bde0,goal,46,h
2018-2019,4fe0f757,Raheem Sterling,b400bde0,goal,50,h
2018-2019,4fe0f757,Raheem Sterling,b400bde0,goal,59,h
2018-2019,4fe0f757,Gerard Deulofeu,39583cfd,goal,66,a
2018-2019,d4a6df35,Roberto Firmino,4c370d81,goal,19,h
2018-2019,d4a6df35,Sadio Mané,c691bfe2,goal,29,h
2018-2019,d4a6df35,Roberto Firmino,4c370d81,goal,67,h
2018-2019,d4a6df35,Sadio Mané,c691bfe2,goal,90+3,h
2018-2019,d4a6df35,Ashley Westwood,495945ef,goal,6,a
2018-2019,d4a6df35,Jóhann Berg Guðmundsson,f72293fc,goal,90+1,a
2018-2019,e39bc237,Eden Hazard,a39bb753,goal,90+2,h
2018-2019,e39bc237,Raúl Jiménez,b561db50,goal,56,a
2018-2019,6a9904c8,Granit Xhaka,e61b8aee,goal,12,h
2018-2019,6a9904c8,Pierre-Emerick Aubameyang,d5dd5f1f,penalty_goal,69,h
2018-2019,91a19d8e,Dwight McNeil,fc15fb84,goal,38,h
2018-2019,91a19d8e,Harry Maguire,d8931174,red_card,4,a
2018-2019,91a19d8e,James Maddison,ee38d9c5,goal,33,a
2018-2019,91a19d8e,Wes Morgan,80c31c97,goal,90,a
2018-2019,879fa3c2,Mark Noble,ff527768,penalty_goal,15,h
2018-2019,879fa3c2,Angelo Ogbonna,74b2cd7e,goal,75,h
2018-2019,879fa3c2,Javier Hernández,189cee7b,goal,84,h
2018-2019,879fa3c2,Javier Hernández,189cee7b,goal,90+1,h
2018-2019,879fa3c2,Juninho Bacuna,aaf1bf05,goal,17,a
2018-2019,879fa3c2,Karlan Grant,87f7500e,goal,30,a
2018-2019,879fa3c2,Karlan Grant,87f7500e,goal,65,a
2018-2019,a27275d9,Joshua King,43458538,penalty_goal,48,h
2018-2019,a27275d9,Joshua King,43458538,goal,81,h
2018-2019,a27275d9,Salomón Rondón,b318a643,goal,45+5,a
2018-2019,a27275d9,Matt Ritchie,71ef519e,goal,90+4,a
2018-2019,d8db9418,Ryan Babel,6438d426,goal,74,h
2018-2019,d8db9418,Sadio Mané,c691bfe2,goal,26,a
2018-2019,d8db9418,James Milner,2f90f6b8,penalty_goal,81,a
2018-2019,537717fa,Richarlison,fa031b34,goal,49,h
2018-2019,537717fa,Gylfi Sigurðsson,76dd1480,goal,72,h
2018-2019,b5d358d9,Bernardo Silva,3eb22ec9,goal,5,a
2018-2019,b5d358d9,Sergio Agüero,4d034881,goal,27,a
2018-2019,e1e4e2be,Marcus Rashford,a1d5bd30,goal,28,h
2018-2019,e1e4e2be,Anthony Martial,8b788c01,goal,72,h
2018-2019,e1e4e2be,Abdoulaye Doucouré,02b29014,goal,90,a
2018-2019,b3ee7e21,Pierre Højbjerg,8b04d6c1,goal,53,a
2018-2019,1b9e6483,Conor Coady,2928dca2,own_goal,2,h
2018-2019,1b9e6483,Dwight McNeil,fc15fb84,goal,77,h
2018-2019,9de9e8e3,Luka Milivojević,2ce2508a,penalty_goal,76,h
2018-2019,9de9e8e3,Patrick van Aanholt,5f09991f,goal,88,h
2018-2019,a89c7915,Wes Morgan,80c31c97,goal,11,h
2018-2019,a89c7915,Jamie Vardy,45963054,goal,82,h
2018-2019,7971b1a6,Kurt Zouma,ce4246f5,goal,5,a
2018-2019,7971b1a6,Bernard,ab4b3e35,goal,33,a
2018-2019,2aac7103,Víctor Camarasa,b2d03887,goal,46,h
2018-2019,2aac7103,César Azpilicueta,53cad200,goal,84,a
