country,name,season,matchreporturl
eng,Premier League,2018-2019,https://fbref.com/en/matches/1eacf9b2/Manchester-United-Huddersfield-Town-December-26-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/146ab8f3/Burnley-Everton-December-26-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/3d252639/Liverpool-Newcastle-United-December-26-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/60a25a27/Brighton-and-Hove-Albion-Arsenal-December-26-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/1634f179/Watford-Chelsea-December-26-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/697ac3ce/Southampton-West-Ham-United-December-27-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/b815d126/Leicester-City-Cardiff-City-December-29-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/52202784/Brighton-and-Hove-Albion-Everton-December-29-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/d72c42c6/Tottenham-Hotspur-Wolverhampton-Wanderers-December-29-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/06693984/Watford-Newcastle-United-December-29-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/2cd7ca82/Fulham-Huddersfield-Town-December-29-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/33716a25/Liverpool-Arsenal-December-29-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/060ad174/Crystal-Palace-Chelsea-December-30-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/ac412bcf/Burnley-West-Ham-United-December-30-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/75424968/Southampton-Manchester-City-December-30-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/4c4766d0/Manchester-United-Bournemouth-December-30-2018-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/6cbc15a7/Everton-Leicester-City-January-1-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/652ef5bb/Arsenal-Fulham-January-1-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/eac5074c/Cardiff-City-Tottenham-Hotspur-January-1-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/49b9ddde/West-Ham-United-Brighton-and-Hove-Albion-January-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/a37a4199/Chelsea-Southampton-January-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/044d1986/Wolverhampton-Wanderers-Crystal-Palace-January-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/c9e1c9f0/Huddersfield-Town-Burnley-January-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/9a63d65c/Bournemouth-Watford-January-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/412fe1c7/Newcastle-United-Manchester-United-January-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/22b630df/Manchester-City-Liverpool-January-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/3e57e4cd/West-Ham-United-Arsenal-January-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/d50a51c0/Brighton-and-Hove-Albion-Liverpool-January-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/fd573a6a/Leicester-City-Southampton-January-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/07bf1373/Burnley-Fulham-January-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/f49f5ccb/Cardiff-City-Huddersfield-Town-January-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e14b5d85/Crystal-Palace-Watford-January-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/18b60e11/Chelsea-Newcastle-United-January-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/be4ed705/Everton-Bournemouth-January-13-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/89a76ba1/Tottenham-Hotspur-Manchester-United-January-13-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/de53db7d/Manchester-City-Wolverhampton-Wanderers-January-14-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/0bc77d83/Wolverhampton-Wanderers-Leicester-City-January-19-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/f8283cc3/Watford-Burnley-January-19-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/806cb036/Manchester-United-Brighton-and-Hove-Albion-January-19-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/88a05211/Southampton-Everton-January-19-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/98ecfb34/Liverpool-Crystal-Palace-January-19-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/6e73b274/Bournemouth-West-Ham-United-January-19-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/79bd2498/Newcastle-United-Cardiff-City-January-19-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/edb777b6/North-West-London-Derby-Arsenal-Chelsea-January-19-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/cf851bd2/Huddersfield-Town-Manchester-City-January-20-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/10bcde09/Fulham-Tottenham-Hotspur-January-20-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/d8569596/Wolverhampton-Wanderers-West-Ham-United-January-29-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/3f50a3f4/Fulham-Brighton-and-Hove-Albion-January-29-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/7040b46b/Huddersfield-Town-Everton-January-29-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/f37ab33c/Arsenal-Cardiff-City-January-29-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/d705415d/Newcastle-United-Manchester-City-January-29-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e32699c0/Manchester-United-Burnley-January-29-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/44f162ae/Bournemouth-Chelsea-January-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/ba17c290/Southampton-Crystal-Palace-January-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/61bdd34c/Tottenham-Hotspur-Watford-January-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/dd91dd3f/Liverpool-Leicester-City-January-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/4c76b26c/Tottenham-Hotspur-Newcastle-United-February-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/98d13ff1/Burnley-Southampton-February-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/1b543fa6/Brighton-and-Hove-Albion-Watford-February-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/34c9e9bf/Everton-Wolverhampton-Wanderers-February-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/f0a48fd0/Crystal-Palace-Fulham-February-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/1faef710/Chelsea-Huddersfield-Town-February-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/6e1f303b/Cardiff-City-Bournemouth-February-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/5877794a/Leicester-City-Manchester-United-February-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/dba05e48/Manchester-City-Arsenal-February-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e695579a/West-Ham-United-Liverpool-February-4-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/24faf054/Everton-Manchester-City-February-6-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/aa7aef05/Fulham-Manchester-United-February-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/99562ab3/Huddersfield-Town-Arsenal-February-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/2ad5c782/Southampton-Cardiff-City-February-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/541f34a4/Watford-Everton-February-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/0a085d29/Liverpool-Bournemouth-February-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/0194fea4/Crystal-Palace-West-Ham-United-February-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/2572aa9b/Brighton-and-Hove-Albion-Burnley-February-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/b53789c9/Tottenham-Hotspur-Leicester-City-February-10-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/5ec57dbe/Manchester-City-Chelsea-February-10-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/c3bbcee6/Wolverhampton-Wanderers-Newcastle-United-February-11-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/a87bd77b/Cardiff-City-Watford-February-22-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/698db309/West-Ham-United-Fulham-February-22-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/a4f29e38/Burnley-Tottenham-Hotspur-February-23-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/fc5c6132/Newcastle-United-Huddersfield-Town-February-23-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/9b38c79c/Bournemouth-Wolverhampton-Wanderers-February-23-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/7c5bc0fa/Leicester-City-Crystal-Palace-February-23-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/28b8b03a/North-West-Derby-Manchester-United-Liverpool-February-24-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/1f6dfbb4/Arsenal-Southampton-February-24-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/86908659/Leicester-City-Brighton-and-Hove-Albion-February-26-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/430439d8/Huddersfield-Town-Wolverhampton-Wanderers-February-26-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/258dd575/Cardiff-City-Everton-February-26-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/09bb5985/Newcastle-United-Burnley-February-26-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/7ff42214/Southampton-Fulham-February-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/59600e66/Arsenal-Bournemouth-February-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/35dcf161/Crystal-Palace-Manchester-United-February-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/99ebf266/Chelsea-Tottenham-Hotspur-February-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/db370521/Manchester-City-West-Ham-United-February-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/b34f9ff8/Liverpool-Watford-February-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/72ed853c/North-London-Derby-Tottenham-Hotspur-Arsenal-March-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/0e3e4be7/Manchester-United-Southampton-March-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/5e35e444/Bournemouth-Manchester-City-March-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/2e1e02b8/Wolverhampton-Wanderers-Cardiff-City-March-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/fbfb16e5/Burnley-Crystal-Palace-March-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e34a25b2/Brighton-and-Hove-Albion-Huddersfield-Town-March-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/7d4fcb12/West-Ham-United-Newcastle-United-March-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/7c1b902f/Watford-Leicester-City-March-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/3a56d413/Fulham-Chelsea-March-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/edc35bc3/Merseyside-Derby-Everton-Liverpool-March-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/64a4127a/Crystal-Palace-Brighton-and-Hove-Albion-March-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/09e7b1a1/Newcastle-United-Everton-March-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/81a25590/Leicester-City-Fulham-March-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/f3bf8c42/Southampton-Tottenham-Hotspur-March-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/1ad3de71/Cardiff-City-West-Ham-United-March-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/7c7a736a/Huddersfield-Town-Bournemouth-March-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/4fe0f757/Manchester-City-Watford-March-9-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/d4a6df35/Liverpool-Burnley-March-10-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e39bc237/Chelsea-Wolverhampton-Wanderers-March-10-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/6a9904c8/Arsenal-Manchester-United-March-10-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/91a19d8e/Burnley-Leicester-City-March-16-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/879fa3c2/West-Ham-United-Huddersfield-Town-March-16-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/a27275d9/Bournemouth-Newcastle-United-March-16-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/d8db9418/Fulham-Liverpool-March-17-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/537717fa/Everton-Chelsea-March-17-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/b5d358d9/Fulham-Manchester-City-March-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e1e4e2be/Manchester-United-Watford-March-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/b3ee7e21/Brighton-and-Hove-Albion-Southampton-March-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/1b9e6483/Burnley-Wolverhampton-Wanderers-March-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/9de9e8e3/Crystal-Palace-Huddersfield-Town-March-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/a89c7915/Leicester-City-Bournemouth-March-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/7971b1a6/West-Ham-United-Everton-March-30-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/2aac7103/Cardiff-City-Chelsea-March-31-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/ea0b32eb/Liverpool-Tottenham-Hotspur-March-31-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/5bf58a42/Arsenal-Newcastle-United-April-1-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/658e6ed1/Wolverhampton-Wanderers-Manchester-United-April-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/76199a18/Watford-Fulham-April-2-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e112b3a5/Chelsea-Brighton-and-Hove-Albion-April-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/a87fd710/Tottenham-Hotspur-Crystal-Palace-April-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/2b398496/Manchester-City-Cardiff-City-April-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/cb6ed621/Southampton-Liverpool-April-5-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/adf9a17a/Huddersfield-Town-Leicester-City-April-6-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/dfbc30ce/Newcastle-United-Crystal-Palace-April-6-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/c48c3132/Bournemouth-Burnley-April-6-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/2da6911d/Everton-Arsenal-April-7-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/5c469753/Chelsea-West-Ham-United-April-8-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e3e6e456/Leicester-City-Newcastle-United-April-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/bbdf9192/Tottenham-Hotspur-Huddersfield-Town-April-13-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/3f70af93/Burnley-Cardiff-City-April-13-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/a47ecafe/Fulham-Everton-April-13-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/ce640b61/Southampton-Wolverhampton-Wanderers-April-13-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/eb6b53ba/Brighton-and-Hove-Albion-Bournemouth-April-13-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/a5ed2a65/Manchester-United-West-Ham-United-April-13-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/839faa70/Crystal-Palace-Manchester-City-April-14-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/bcd4eb6f/Liverpool-Chelsea-April-14-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/b3f8966d/Watford-Arsenal-April-15-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/b6ce8e80/Brighton-and-Hove-Albion-Cardiff-City-April-16-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/82b40b35/Manchester-City-Tottenham-Hotspur-April-20-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/d0b13a22/Huddersfield-Town-Watford-April-20-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/935a3490/Bournemouth-Fulham-April-20-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/2e2b870b/West-Ham-United-Leicester-City-April-20-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/f6e97df8/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-April-20-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/deab42c4/Newcastle-United-Southampton-April-20-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/225a548e/Everton-Manchester-United-April-21-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e379285b/Arsenal-Crystal-Palace-April-21-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/ea0a6f68/Cardiff-City-Liverpool-April-21-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/9c5949d8/Chelsea-Burnley-April-22-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/704df4ec/Watford-Southampton-April-23-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/407914e9/Tottenham-Hotspur-Brighton-and-Hove-Albion-April-23-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/199f42bd/Wolverhampton-Wanderers-Arsenal-April-24-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/9bb5c776/Manchester-Derby-Manchester-United-Manchester-City-April-24-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/89b55cfd/Liverpool-Huddersfield-Town-April-26-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/787eb54d/Tottenham-Hotspur-West-Ham-United-April-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/c6e99e2a/Fulham-Cardiff-City-April-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/75a55372/Watford-Wolverhampton-Wanderers-April-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/c78ca5a2/Southampton-Bournemouth-April-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/e95d670d/Crystal-Palace-Everton-April-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/dad6d374/Brighton-and-Hove-Albion-Newcastle-United-April-27-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/373a22ae/Leicester-City-Arsenal-April-28-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/4d9c7f23/Burnley-Manchester-City-April-28-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/b7a64fc3/Manchester-United-Chelsea-April-28-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/f9a6ed1d/Everton-Burnley-May-3-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/a6d84ca8/Bournemouth-Tottenham-Hotspur-May-4-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/0cf7f89d/Wolverhampton-Wanderers-Fulham-May-4-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/11aacbe5/West-Ham-United-Southampton-May-4-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/521ebfbb/Cardiff-City-Crystal-Palace-May-4-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/0faa6fe4/Newcastle-United-Liverpool-May-4-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/3c0da213/Huddersfield-Town-Manchester-United-May-5-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/bdf4e58c/Chelsea-Watford-May-5-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/0fdf10d7/Arsenal-Brighton-and-Hove-Albion-May-5-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/7c779d41/Manchester-City-Leicester-City-May-6-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/7308fc7b/Manchester-United-Cardiff-City-May-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/13fb2984/Brighton-and-Hove-Albion-Manchester-City-May-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/06832a45/Southampton-Huddersfield-Town-May-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/63c1d6b9/Liverpool-Wolverhampton-Wanderers-May-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/c183610d/Fulham-Newcastle-United-May-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/23ad3530/Crystal-Palace-Bournemouth-May-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/189bbc28/Leicester-City-Chelsea-May-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/302b231e/Burnley-Arsenal-May-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/5713b7fd/Tottenham-Hotspur-Everton-May-12-2019-Premier-League
eng,Premier League,2018-2019,https://fbref.com/en/matches/db4d7668/Watford-West-Ham-United-May-12-2019-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/e3c3ddf0/Arsenal-Leicester-City-August-11-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/60f6cc1d/Watford-Liverpool-August-12-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/684f704a/West-Bromwich-Albion-Bournemouth-August-12-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/7c834541/Everton-Stoke-City-August-12-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/e782371e/Southampton-Swansea-City-August-12-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/71b00bca/Chelsea-Burnley-August-12-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/2d369d17/Crystal-Palace-Huddersfield-Town-August-12-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/072bfc99/Brighton-and-Hove-Albion-Manchester-City-August-12-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/d8a995d7/Newcastle-United-Tottenham-Hotspur-August-13-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/f5d1f6f4/Manchester-United-West-Ham-United-August-13-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/9c09e079/Swansea-City-Manchester-United-August-19-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/4dc6e9ad/Southampton-West-Ham-United-August-19-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/e487b860/Leicester-City-Brighton-and-Hove-Albion-August-19-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/21fec287/Bournemouth-Watford-August-19-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/e868e7b5/Burnley-West-Bromwich-Albion-August-19-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/ea1213ed/Liverpool-Crystal-Palace-August-19-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/37f97732/Stoke-City-Arsenal-August-19-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/3786388c/Huddersfield-Town-Newcastle-United-August-20-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/1bf15b95/Tottenham-Hotspur-Chelsea-August-20-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/424dc3f9/Manchester-City-Everton-August-21-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/77beb1ff/Bournemouth-Manchester-City-August-26-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/86d8c6b8/Crystal-Palace-Swansea-City-August-26-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/7bd57325/Watford-Brighton-and-Hove-Albion-August-26-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/2b22bafa/Huddersfield-Town-Southampton-August-26-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/b7de45b7/Newcastle-United-West-Ham-United-August-26-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/b841af28/Manchester-United-Leicester-City-August-26-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/abccb71c/West-Bromwich-Albion-Stoke-City-August-27-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/5a276f0b/Chelsea-Everton-August-27-2017-Premier-League
eng,Premier League,2017-2018,https://fbref.com/en/matches/9402c6ee/Tottenham-Hotspur-Burnley-August-27-2017-Premier-League
